county,perc_covered,not_covered_count,total_count,not_covered
42131,0.00,22,22,"421314003004,421314007001,421314004003,421314002003,421314005001,421314006001,421314005002,421314004001,421314003002,421314002002,421314007003,421314007002,421314001002,421314001001,421314005003,421314001003,421314002001,421314004002,421314003003,421314005004,421314006002,421314003001"
42133,62.43,127,338,"421330237102,421330210202,421330209215,421330215002,421330237212,421330203102,421330227011,421330205223,421330236011,421330205222,421330217125,421330101321,421330203223,421330210203,421330225004,421330208023,421330236012,421330233013,421330203221,421330203222,421330240012,421330104004,421330206021,421330216002,421330202223,421330235002,421330239031,421330204221,421330236023,421330209221,421330204103,421330101202,421330216001,421330208012,421330234001,421330234003,421330217124,421330210103,421330237211,421330226024,421330209223,421330102102,421330205232,421330226021,421330229203,421330232004,421330205241,421330217123,421330205242,421330236022,421330205221,421330205101,421330203101,421330204104,421330217112,421330232002,421330240022,421330224043,421330236021,421330216003,421330224012,421330240013,421330238101,421330104005,421330102101,421330225001,421330203212,421330226011,421330210102,421330203211,421330224041,421330217122,421330210101,421330232001,421330217203,421330217202,421330225002,421330218022,421330228013,421330237213,421330238211,421330203213,421330240011,421330226023,421330235003,421330240021,421330235001,421330224011,421330233024,421330234002,421330206022,421330238212,421330237222,421330237214,421330205102,421330238231,421330104001,421330238104,421330204222,421330239022,421330217121,421330225003,421330211001,421330208013,421330237221,421330218021,421330209105,421330202202,421330237101,421330201003,421330238103,421330102201,421330210204,421330206011,421330224042,421330236013,421330217111,421330223001,421330239042,421330237103,421330239041,421330229221,421330239021,421330204223,421330238232,421330204102,421330207222"
51001,5.71,33,35,"510010903001,510010905002,510010906002,510010908002,510010907005,510010902012,510010907002,510010907001,510019902000,510019801001,510010905003,510019901000,510010901011,510010901022,510010907003,510010906004,510010906001,510010908001,510010907004,510010904022,510010908003,510010902011,510010904011,510010905001,510010906003,510010903003,510019802001,510010903002,510010902022,510010904012,510010902021,510010902023,510010904021"
51003,58.33,35,84,"510030102012,510030105012,510030114002,510030113015,510030113012,510030113013,510030102013,510030101001,510030101002,510030114003,510030111011,510030113011,510030103011,510030101003,510030104011,510030112024,510030110002,510030104012,510030114004,510030113014,510030108021,510030110004,510030112013,510030104013,510030105021,510030104021,510030114001,510030111032,510030110005,510030104023,510030112022,510030112011,510030112023,510030112012,510030102022"
51005,20.00,12,15,"510050802012,510050802022,510050801002,510050802011,510050803011,510050803021,510050801001,510050701004,510050803022,510050701002,510050801003,510050802021"
51007,0.00,9,9,"510079301023,510079301012,510079302002,510079302003,510079301021,510079302001,510079301011,510079301022,510079302004"
51009,13.04,20,23,"510090101001,510090104021,510090102021,510090102013,510090104022,510090101004,510090105061,510090101003,510090102011,510090103001,510090102012,510090101002,510090104011,510090103003,510090102022,510090106001,510090105051,510090104012,510090103002,510090106002"
51011,8.33,11,12,"510110403001,510110403004,510110401011,510110403002,510110401022,510110402002,510110403003,510110402003,510110401021,510110402001,510110401012"
51013,99.51,1,204,510139801001
51015,16.07,47,56,"510150708022,510150706022,510150708021,510150710001,510150711012,510150702003,510150707022,510150710003,510150709002,510150711023,510150701002,510150708023,510150701001,510150711011,510150709004,510150711021,510150709001,510150706032,510150704002,510150707011,510150712023,510150712011,510150702001,510150703002,510150704001,510150702002,510150705004,510150704003,510150708012,510150708024,510150710002,510150712012,510150708011,510150712022,510150701003,510150710004,510150707013,510150701004,510150703003,510150711014,510150705002,510150705001,510150707021,510150705003,510150703001,510150711022,510150703004"
51017,0.00,5,5,"510179201012,510179201011,510179201023,510179201021,510179201022"
51019,20.00,44,55,"510190302041,510190301043,510190304033,510190304011,510190304013,510190501011,510190302032,510190301031,510190301011,510190306022,510190306023,510190306041,510190501022,510190306053,510190306013,510190306051,510190303002,510190304031,510190305013,510190306052,510190305032,510190304012,510190305033,510190306032,510190303001,510190302022,510190302023,510190301013,510190304041,510190302021,510190306031,510190305043,510190306021,510190306011,510190306042,510190304032,510190305012,510190304043,510190306012,510190304042,510190305011,510190302042,510190305041,510190501012"
51021,0.00,6,6,"510210402002,510210401003,510210401001,510210402003,510210402001,510210401002"
51023,15.38,22,26,"510230405022,510230401004,510230401001,510230405021,510230404023,510230402002,510230402001,510230404022,510230403041,510230405011,510230401003,510230405013,510230404011,510230403032,510230404021,510230404012,510230403042,510230403012,510230403011,510230401002,510230402004,510230402003"
51025,0.00,16,16,"510259302034,510259302033,510259302011,510259302032,510259302021,510259301004,510259301001,510259303011,510259302012,510259301003,510259303022,510259303023,510259303021,510259302031,510259301002,510259303012"
51027,0.00,24,24,"510270102002,510270107004,510270103003,510270107002,510270101001,510270105002,510270106002,510270104001,510270106001,510270103001,510270101002,510270107001,510270106003,510270107003,510270103002,510270104002,510270106004,510270102004,510270102001,510270102003,510270101004,510270105001,510270101003,510270101005"
51029,0.00,12,12,"510299302012,510299301022,510299302021,510299301011,510299302022,510299302023,510299301021,510299301023,510299301013,510299302011,510299302013,510299301012"
51031,28.00,18,25,"510310209003,510310209001,510310201012,510310208001,510310202001,510310204011,510310201021,510310201011,510310205001,510310207001,510310205002,510310206001,510310206002,510310206003,510310207003,510310204032,510310209002,510310207002"
51033,10.53,17,19,"510330305021,510330305023,510330306002,510330301001,510330302021,510330303003,510330301003,510330305031,510330303002,510330301002,510330305032,510330304001,510330304002,510330305012,510330303001,510330306001,510330302011"
51035,0.00,25,25,"510350803002,510350806011,510350804012,510350806033,510350806032,510350805021,510350802004,510350802001,510350805011,510350805012,510350803004,510350802003,510350806012,510350804011,510350801002,510350804021,510350804022,510350806041,510350801001,510350803001,510350803003,510350802002,510350801003,510350805022,510350806031"
51036,0.00,6,6,"510366001002,510366003002,510366002002,510366002001,510366003001,510366001001"
51037,0.00,10,10,"510379303003,510379302003,510379301011,510379302001,510379301012,510379301021,510379303001,510379303002,510379302002,510379301022"
51041,69.95,61,203,"510411005092,510411009124,510411005102,510411008152,510411010123,510411007021,510411009382,510411005093,510411009371,510411008213,510411010043,510411010041,510411007052,510411004091,510411008172,510411004073,510411007051,510411010033,510411005082,510411007013,510411008212,510411005062,510411004095,510411001061,510411004031,510411002081,510411009201,510411007042,510411008123,510411008211,510411008171,510411004034,510411005053,510411004033,510411008191,510411010073,510411008161,510411008053,510411004072,510411004035,510411010132,510411007041,510411009281,510411009291,510411003001,510411008193,510411010141,510411007014,510411009242,510411008121,510411009191,510411008142,510411008202,510411004092,510411006002,510411004041,510411007043,510411005052,510411006001,510411009263,510411010034"
51043,18.18,9,11,"510430101011,510430103001,510430103002,510430101022,510430101023,510430101021,510430102001,510430102002,510430102003"
51045,0.00,4,4,"510450501001,510450501003,510450501004,510450501002"
51047,33.33,18,27,"510479301012,510479302033,510479302023,510479301033,510479305021,510479305011,510479305012,510479304002,510479301032,510479305013,510479301042,510479304001,510479304003,510479301041,510479302022,510479301011,510479305023,510479302021"
51049,0.00,8,8,"510499302001,510499302002,510499301022,510499301011,510499302003,510499301021,510499301012,510499301013"
51051,0.00,16,16,"510510403005,510510404003,510510404004,510510401003,510510402001,510510403003,510510404002,510510404001,510510401001,510510401002,510510403002,510510402003,510510401004,510510402002,510510403001,510510403004"
51053,5.00,19,20,"510538405001,510538405002,510538402003,510538401011,510538406022,510538401023,510538401022,510538403004,510538401012,510538404001,510538406012,510538403002,510538402002,510538406021,510538401021,510539801001,510538403003,510538406011,510538402001"
51057,0.00,9,9,"510579508002,510579508003,510579508001,510579506003,510579507002,510579507003,510579506001,510579507001,510579506002"
51059,94.40,38,678,"510594163002,510594901011,510594910001,510594406001,510594901042,510594925001,510594159001,510594162001,510594221022,510594701002,510594825052,510594801001,510599801001,510594925002,510594922012,510594211034,510594801003,510594913011,510594705001,510594403001,510594905023,510594920003,510594163001,510594920002,510594921001,510594222022,510594219002,510599802001,510594304003,510594822032,510594157002,510594922011,510594920001,510594901052,510594405013,510594221021,510594328001,510594213002"
51061,21.43,33,42,"510619307052,510619302032,510619304011,510619304042,510619302062,510619307042,510619301022,510619302041,510619307063,510619304013,510619307032,510619302031,510619302071,510619303061,510619301021,510619304012,510619307043,510619307061,510619307062,510619302042,510619303041,510619304041,510619303031,510619303051,510619302051,510619304022,510619302061,510619301011,510619307031,510619307072,510619303032,510619307051,510619307041"
51063,0.00,12,12,"510639201023,510639202022,510639201031,510639202011,510639201032,510639201021,510639201042,510639202012,510639201033,510639201041,510639201022,510639202021"
51065,50.00,8,16,"510650201012,510650203001,510650202001,510650202002,510650202004,510650203003,510650202003,510650203002"
51067,19.05,34,42,"510670209022,510670202003,510670202001,510670204003,510670207011,510670203022,510670202002,510670207012,510670201031,510670207022,510670203011,510670205012,510670203012,510670209011,510670206002,510670209021,510670204001,510670205022,510670206001,510670209012,510670206004,510670208022,510670201023,510670208013,510670205021,510670201032,510670206003,510670203021,510670207021,510670209023,510670205023,510670205011,510670201021,510670204004"
51069,43.64,31,55,"510690505001,510690508012,510690504021,510690506002,510690501002,510690504022,510690503004,510690503001,510690502001,510690506001,510690502002,510690511021,510690503002,510690511042,510690509002,510690507002,510690504012,510690509001,510690501004,510690502003,510690504011,510690501001,510690508011,510690505004,510690507001,510690508051,510690511022,510690505005,510690504013,510690511041,510690503003"
51071,13.33,13,15,"510719303005,510719303006,510719303002,510719302003,510719301001,510719304002,510719303004,510719302001,510719301002,510719303001,510719302002,510719304001,510719304003"
51073,13.04,20,23,"510731002033,510731005001,510731002032,510731003024,510731002012,510731001011,510731003014,510731003013,510731001012,510731001022,510731002021,510731002022,510731003011,510731001021,510731004001,510731003021,510731002031,510731002011,510731003023,510731002013"
51075,0.00,16,16,"510754002001,510754001022,510754005001,510754004003,510754004001,510754002003,510754002004,510754005002,510754005003,510754001021,510754004004,510754001012,510754003001,510754002002,510754001011,510754004002"
51077,0.00,15,15,"510770602021,510770603001,510770601012,510770602012,510770603002,510770601021,510770602011,510770601013,510770602023,510770601024,510770601022,510770602022,510770602013,510770601011,510770601023"
51079,50.00,6,12,"510790302022,510790301021,510790301024,510790301012,510790301011,510790302021"
51081,0.00,8,8,"510818801013,510818801021,510818801012,510818802001,510818802003,510818801014,510818801011,510818802002"
51083,6.45,29,31,"510839305002,510839302032,510839302042,510839303023,510839301003,510839302041,510839305001,510839303021,510839306011,510839306022,510839302023,510839302021,510839304002,510839305004,510839304001,510839301001,510839303011,510839301002,510839304003,510839304004,510839305003,510839306021,510839308001,510839302033,510839302031,510839303022,510839306012,510839302022,510839303012"
51085,46.03,34,63,"510853214031,510853201004,510853210011,510853201001,510853207021,510853206022,510853214021,510853212013,510853208011,510853202002,510853201003,510853209022,510853213003,510853203002,510853202001,510853203001,510853204003,510853209021,510853214011,510853212021,510853207012,510853204001,510853205001,510853207022,510853205003,510853213002,510853202003,510853206013,510853210031,510853208051,510853214022,510853201002,510853203003,510853206021"
51087,77.78,54,243,"510872014042,510872017012,510872010012,510872017011,510872016024,510872010011,510872008074,510872001081,510872001463,510872015021,510872016022,510872016021,510872009051,510872009082,510872015023,510872014064,510872014032,510872011041,510872004151,510872009044,510872005033,510872009053,510872009042,510872006001,510872015041,510872005032,510872009041,510872016023,510872012032,510872001331,510872001082,510872014031,510872005022,510872009071,510872001443,510872010022,510872001481,510872014041,510872004041,510872010033,510872016012,510879801001,510872014043,510872010021,510872016011,510872014033,510872014051,510872009072,510872011042,510872008022,510872015032,510872015033,510872010023,510872008051"
51089,11.11,40,45,"510890101004,510890103002,510890104003,510890101001,510890106021,510890103003,510890112002,510890110003,510890107002,510890112001,510890108002,510890111001,510890107001,510890108003,510890106011,510890106012,510890104002,510890105001,510890113003,510890105002,510890108001,510890110002,510890104001,510890109001,510890110001,510890111003,510890106023,510890102002,510890105003,510890113002,510890107003,510890109002,510890101002,510890112003,510890113001,510890106022,510890107004,510890102001,510890103004,510890103001"
51091,0.00,3,3,"510919701002,510919701001,510919701003"
51093,16.00,21,25,"510932801051,510932801071,510932801062,510932801082,510932801061,510932804002,510932803001,510932801011,510932801053,510932804001,510932803003,510932801012,510932802002,510932803002,510932802001,510932801072,510932802004,510932804003,510932801081,510932804004,510932802003"
51095,59.09,18,44,"510950803061,510950804042,510950804031,510950803042,510950801021,510950804024,510950804032,510950804033,510950804041,510950804023,510950802091,510950804022,510950801041,510950803082,510950802053,510950801023,510950802031,510950801042"
51097,0.00,5,5,"510979505002,510979504003,510979504001,510979504002,510979505001"
51099,46.67,8,15,"510990405001,510990403022,510990405002,510990403021,510990401001,510990403012,510990401002,510990404003"
51101,9.09,10,11,"511019501011,511019501024,511019502002,511019503002,511019503001,511019501013,511019501021,511019501022,511019502001,511019501012"
51103,7.69,12,13,"511030302004,511030303022,511030303012,511030302003,511030303011,511039901000,511030302001,511030301001,511030302002,511030301004,511030301003,511030301002"
51105,4.17,23,24,"511059506001,511059502003,511059506004,511059506002,511059505001,511059503021,511059501003,511059504002,511059501005,511059501002,511059502004,511059502002,511059504003,511059502001,511059503012,511059505002,511059506003,511059505003,511059501001,511059503011,511059505004,511059504001,511059501004"
51107,76.73,47,202,"511076115012,511076110293,511076110203,511076103001,511076107023,511076101022,511076102022,511076118101,511076106042,511076106022,511076118122,511076109001,511076101012,511076108003,511076108001,511076107011,511076103002,511076102021,511076118133,511076107033,511076108004,511076105063,511076101011,511076107032,511079801001,511076119013,511076110041,511076104001,511076115013,511076106044,511076110061,511076108002,511076118121,511076110023,511076112061,511076102012,511076110291,511076109002,511076102011,511076110183,511076101021,511076105031,511076118044,511076110282,511076102023,511076110281,511076117021"
51109,0.00,24,24,"511099502013,511099504001,511099502021,511099501012,511099502012,511099505004,511099505002,511099503012,511099502011,511099503021,511099505003,511099502023,511099503031,511099503022,511099503032,511099505001,511099501021,511099501022,511099501011,511099502022,511099501023,511099501024,511099503011,511099504002"
51111,0.00,10,10,"511119303002,511119302001,511119301004,511119302002,511119301003,511119303001,511119302004,511119301001,511119301002,511119302003"
51113,0.00,7,7,"511139301011,511139302022,511139301022,511139302021,511139301021,511139302011,511139301012"
51115,0.00,9,9,"511159901000,511159514012,511159514021,511159514013,511159513012,511159513022,511159513011,511159513021,511159514011"
51117,3.45,28,29,"511179305002,511179305001,511179302021,511179308004,511179301041,511179303002,511179302013,511179306002,511179304022,511179304011,511179301031,511179303001,511179308003,511179304021,511179302022,511179301012,511179301042,511179308002,511179302011,511179307001,511179301013,511179301011,511179307002,511179303003,511179306003,511179308001,511179306001,511179304012"
51119,7.69,12,13,"511199510004,511199509001,511199510002,511199511002,511199511001,511199510001,511199511003,511199512003,511199512001,511199512002,511199510003,511199509002"
51121,53.12,30,64,"511210215012,511210205004,511210212012,511210215011,511210202014,511210214001,511210215022,511210202022,511210211012,511210208013,511210208011,511210215013,511210201001,511210203022,511210212022,511210214002,511210207022,511210214003,511210212011,511210213002,511210213001,511210213003,511210202013,511210210001,511210215021,511210209003,511210214004,511210203021,511210209002,511210207012"
51125,8.33,11,12,"511259501022,511259501012,511259503002,511259502021,511259501021,511259502011,511259503001,511259501011,511259503003,511259503004,511259502012"
51127,0.00,12,12,"511277001001,511277002004,511277002003,511277003021,511277003013,511277001003,511277003012,511277002001,511277003022,511277003011,511277002002,511277001002"
51131,7.14,13,14,"511319301002,511319901000,511319302001,511319303013,511319301001,511319302003,511319302002,511319301004,511319303021,511319301003,511319302004,511319303022,511319303011"
51133,0.00,14,14,"511330203023,511330203013,511330203012,511330203021,511330202001,511330202003,511330201002,511330203022,511330202002,511330201001,511330203011,511339901000,511330201003,511330201004"
51135,6.25,15,16,"511350001011,511350003006,511350003005,511350002003,511350002001,511350002002,511350001021,511350003007,511350003004,511350001012,511350003002,511350003001,511350001022,511350001023,511359801001"
51137,26.32,14,19,"511371103022,511371101062,511371102001,511371101081,511371101051,511371101061,511371101053,511371101042,511371103011,511371101041,511371101052,511371103021,511371102002,511371103012"
51139,9.52,19,21,"511390301003,511390301001,511390305003,511390302002,511390301002,511390303001,511390302003,511390305002,511390304021,511390304011,511390305004,511390303003,511390303002,511390304012,511390304022,511390304023,511390305001,511390302001,511390302004"
51141,5.88,16,17,"511410302021,511410303022,511410303021,511410301021,511410303013,511410303011,511410301012,511410301022,511410303012,511410302023,511410302011,511410303023,511410302012,511410302022,511410301011,511410302013"
51143,6.00,47,50,"511430105001,511430108011,511430102002,511430112003,511430114002,511430111001,511430110023,511430105002,511430103021,511430106003,511430113011,511430109002,511430113012,511430108033,511430106002,511430110014,511430111002,511430108042,511430108041,511430114003,511430114001,511430110022,511430101002,511430110011,511430104003,511430110013,511430110012,511430101003,511430102001,511430104001,511430103023,511430112002,511430102003,511430113021,511430103011,511430105003,511430107002,511430107001,511430108012,511430109001,511430106001,511430104004,511430108032,511430103022,511430104002,511430101001,511430108031"
51145,6.25,15,16,"511455001022,511455002011,511455002022,511455003001,511455002021,511455004003,511455001023,511455001014,511455001021,511455001011,511455004001,511455004002,511455002012,511455001012,511455001013"
51147,17.65,14,17,"511479303021,511479302023,511479303023,511479301021,511479302022,511479303011,511479301022,511479301023,511479303012,511479302021,511479303022,511479302044,511479301012,511479302043"
51149,21.74,18,23,"511498502002,511498504001,511498505022,511498503012,511498501002,511498504002,511498504004,511498505011,511498505021,511498503013,511498502001,511498504003,511498505013,511498505012,511498503014,511498505023,511498501001,511498503021"
51153,84.91,43,285,"511539011022,511539015031,511539013063,511539014112,511539001003,511539013051,511539012311,511539014212,511539013052,511539009042,511539014111,511539014095,511539015044,511539014098,511539014182,511539015092,511539015032,511539012341,511539015093,511539012322,511539014097,511539014141,511539012342,511539010141,511539005021,511539014172,511539011013,511539015034,511539003012,511539015091,511539011024,511539014091,511539801001,511539011021,511539013042,511539001002,511539008012,511539015071,511539015041,511539014171,511539008042,511539014213,511539015061"
51155,18.75,26,32,"511552102023,511552106001,511552103005,511559801001,511552101011,511552102011,511552103003,511552103002,511552106003,511552104011,511552101013,511552107001,511552104021,511552104012,511552101021,511552102012,511552105001,511552107003,511552105002,511552102021,511552105003,511552104022,511552101012,511552103001,511552101022,511552106002"
51157,0.00,6,6,"511579502002,511579502004,511579502003,511579501002,511579502001,511579501001"
51159,0.00,6,6,"511590401003,511590401002,511590402002,511590402001,511590401004,511590401001"
51161,72.41,16,58,"511610309003,511610301003,511610302031,511610312022,511610305021,511610312013,511610303002,511610306013,511610301002,511610312011,511610309002,511610309001,511610306011,511610303001,511610301001,511610305011"
51163,0.00,18,18,"511639303012,511639301022,511639301012,511639302001,511639302003,511639301023,511639303022,511639304002,511639301011,511639301024,511639304004,511639303011,511639304001,511639301021,511639303023,511639302002,511639303021,511639304003"
51165,20.69,46,58,"511650110001,511650114005,511650120004,511650115001,511650116002,511650102001,511650102002,511650104001,511650114003,511650112003,511650118012,511650106002,511650107001,511650117003,511650105002,511650101001,511650119003,511650107002,511650114001,511650104002,511650112002,511650120001,511650116001,511650101002,511650108012,511650105001,511650118011,511650117001,511650111001,511650108022,511650103021,511650114004,511650111003,511650108011,511650110003,511650106001,511650102003,511650120002,511650119001,511650103011,511650108021,511650112001,511650109001,511650110002,511650111002,511650109002"
51167,3.45,28,29,"511670304031,511670303001,511670303003,511670301001,511670301003,511670302022,511670304021,511670304041,511670304034,511670302012,511670301005,511670306002,511670306003,511670303002,511670304042,511670303004,511670301002,511670302014,511670305002,511670301004,511670306001,511670304022,511670302011,511670302021,511670304033,511670306004,511670302013,511670305001"
51169,0.00,20,20,"511690305003,511690303003,511690303001,511690305002,511690302003,511690302002,511690301003,511690302001,511690306003,511690306002,511690304003,511690302004,511690301002,511690301001,511690306004,511690304002,511690304001,511690303002,511690305001,511690306001"
51171,17.24,24,29,"511710403002,511710406001,511710405011,511710402022,511710406003,511710403001,511710401022,511710402011,511710408003,511710407003,511710407001,511710404001,511710401012,511710407002,511710402021,511710405022,511710402013,511710405012,511710408001,511710401023,511710408002,511710404002,511710406002,511710402012"
51173,17.24,24,29,"511730305001,511730307021,511730302002,511730303023,511730303011,511730304002,511730301004,511730307014,511730307011,511730307013,511730301003,511730305002,511730302003,511730304001,511730307012,511730302001,511730307023,511730301002,511730303024,511730306001,511730306002,511730302004,511730301001,511730307022"
51175,0.00,12,12,"511752004012,511752002001,511752004011,511752005001,511752001001,511752002002,511752003001,511752001002,511752004022,511752001003,511752005002,511752004021"
51177,59.77,35,87,"511770204032,511770201052,511770204042,511770203113,511770204053,511770204031,511770204071,511770201043,511770204081,511770203114,511770203112,511770201131,511770204072,511770201051,511770201063,511770203111,511770204034,511770204051,511770201042,511770201061,511770204041,511770204073,511770204063,511770204043,511770202012,511770202061,511770204062,511770202024,511770202032,511770204033,511770203151,511770202063,511770202013,511770203163,511770202043"
51179,69.62,24,79,"511790103073,511790103081,511790103043,511790101061,511790105022,511790101072,511790101062,511790105031,511790102011,511790101071,511790105023,511790103042,511790103011,511790102023,511790103072,511790103012,511790104061,511790103061,511790104031,511790105041,511790101051,511790102181,511790103071,511790102182"
51181,0.00,7,7,"511818602003,511818601001,511818602001,511818601003,511818602002,511818601002,511818602004"
51183,0.00,11,11,"511838701002,511838704001,511838702011,511838702012,511838701001,511838703003,511838703002,511838702021,511838701003,511838704002,511838703001"
51185,5.26,36,38,"511850205001,511850210001,511850203021,511850209002,511850203011,511850202002,511850202001,511850204003,511850208001,511850210004,511850204004,511850203013,511850203023,511850204001,511850201001,511850211012,511850206004,511850210003,511850207001,511850209001,511850202003,511850206001,511850203024,511850202004,511850205003,511850211021,511850204002,511850201002,511850211022,511850206003,511850208002,511850203022,511850206002,511850205002,511850211011,511850210002"
51187,39.29,17,28,"511870207002,511870201021,511870203002,511870206021,511870202001,511870201012,511870201022,511870203003,511870203004,511870207001,511870203001,511870206011,511870201013,511870205001,511870201011,511870206022,511870202002"
51191,20.51,31,39,"511910107003,511910107002,511910107001,511910106012,511910101011,511910110002,511910104012,511910106013,511910110001,511910109001,511910108001,511910109003,511910106022,511910103011,511910101012,511910102002,511910110003,511910106011,511910102001,511910102004,511910103021,511910109002,511910104011,511910101013,511910103022,511910108002,511910102003,511910108003,511910103012,511910104021,511910101021"
51193,17.65,14,17,"511930103003,511930101022,511930102003,511930104011,511930101021,511930103002,511930101012,511930104023,511930102001,511930101011,511930101024,511930103001,511930101023,511930104012"
51195,6.90,27,29,"511959312005,511959315004,511959307001,511959313001,511959316001,511959315001,511959312001,511959314001,511959307003,511959312004,511959309002,511959312002,511959316002,511959317001,511959315002,511959312003,511959307002,511959310002,511959314003,511959317002,511959308002,511959311001,511959313002,511959309001,511959308001,511959311002,511959310001"
51197,8.33,22,24,"511970503012,511970501012,511970503013,511970502013,511970501011,511970504023,511970504011,511970504013,511970502022,511970502011,511970501022,511970502021,511970504022,511970504021,511970504012,511970503021,511970504024,511970503011,511970503022,511970501021,511970501013,511970503014"
51199,61.90,16,42,"511990510004,511990510003,511990504011,511990503051,511990510001,511990503041,511999901000,511990505003,511990504022,511990511001,511990503061,511990511003,511990505002,511990509001,511990503063,511990505001"
51510,99.25,1,134,515102020022
51520,86.67,2,15,"515200204001,515200201003"
51530,60.00,2,5,"515309306012,515309306011"
51540,100.00,0,38,
51550,75.00,36,144,"515500215073,515500207003,515500210053,515500211042,515500214071,515500211032,515500213011,515500214021,515500209091,515500209051,515500214031,515500215042,515500204003,515500215061,515500211011,515500213051,515500213012,515500205001,515500208045,515500211041,515500210141,515500210091,515500212001,515500215052,515500212002,515500212003,515500214072,515500215072,515500209112,515500210051,515500209032,515500210041,515500215071,515500216024,515500213041,515500211031"
51570,83.33,2,12,"515708302003,515708305001"
51580,66.67,2,6,"515800601001,515800602003"
51590,63.16,14,38,"515900009002,515900009003,515900013011,515900004003,515900004002,515900012001,515900013021,515909801001,515900011001,515900012002,515900008001,515900009001,515900008003,515900014001"
51595,42.86,4,7,"515958901001,515958901002,515958902001,515958902004"
51600,100.00,0,17,
51610,100.00,0,10,
51620,16.67,5,6,"516200901001,516200901003,516200902003,516200902001,516200901002"
51630,95.00,1,20,516300004001
51640,75.00,2,8,"516400701011,516400701021"
51650,83.50,17,103,"516500111001,516500121001,516500103062,516500101032,516500101033,516500107012,516500103141,516500105021,516500106011,516500105031,516500103061,516500106022,516500114001,516500113002,516500102001,516509901000,516500105042"
51660,87.88,4,33,"516600002031,516600003011,516600001021,516600003021"
51670,66.67,6,18,"516708204001,516708204004,516708204002,516709801001,516708206004,516708203002"
51678,66.67,2,6,"516789800001,516789305015"
51680,75.86,14,58,"516800019004,516800019002,516800002014,516800001003,516800004002,516800004001,516800007003,516800014003,516800002013,516800014002,516800019001,516800007001,516800009013,516800002052"
51683,96.15,1,26,516839104025
51685,100.00,0,9,
51690,86.67,2,15,"516900001002,516900004001"
51700,87.97,16,133,"517000323004,517000323002,517000324001,517000323001,517000321131,517000321283,517000316023,517000324003,517000321171,517000322263,517000301002,517000322272,517000311002,517000321233,517000323005,517000324002"
51710,92.61,15,203,"517100050001,517100051002,517109803001,517100059031,517100025001,517100055001,517100050003,517100047002,517100012001,517100044003,517100036001,517100048001,517100035013,517100009021,517109801001"
51720,50.00,2,4,"517209601004,517209601001"
51730,54.84,14,31,"517308110001,517308103003,517308101002,517308101001,517308104001,517308105001,517308113001,517308111003,517308104002,517308112003,517308112001,517308106001,517308112002,517308103002"
51735,54.55,5,11,"517353401001,517353402004,517359901000,517353403001,517353403002"
51740,87.95,10,83,"517409801001,517402102002,517402118004,517402130011,517402127011,517402117003,517402130015,517402116003,517402127022,517402126001"
51750,63.64,4,11,"517500101022,517500101023,517500101011,517500102011"
51760,84.21,30,190,"517600413002,517600608004,517600608002,517600709023,517600706011,517600709012,517600608001,517600607002,517600709013,517600301001,517600204003,517600709022,517600708041,517600102021,517600607003,517600609001,517600412001,517600202002,517600706012,517600607005,517600710022,517600708021,517600607004,517600610011,517600416001,517600305021,517600707002,517600610023,517600607001,517600102012"
51770,88.31,9,77,"517700006021,517700021003,517700025012,517700022002,517700026001,517700003003,517700009001,517700006014,517700023012"
51775,95.00,1,20,517750103004
51790,95.00,1,20,517900005001
51800,52.38,40,84,"518000755043,518000757011,518000758013,518000753022,518000755021,518000757012,518000755022,518000754071,518000755031,518000652001,518000757023,518000758021,518000754051,518000757022,518000757031,518000757021,518000754022,518000753023,518000754041,518000751051,518000752072,518000751064,518000756021,518000757024,518000758032,518000757032,518000753011,518000653012,518000758031,518000758011,518000754072,518000754053,518000753021,518000755032,518000758014,518000758012,518000754052,518000754011,518000758022,518000755023"
51810,89.81,33,324,"518100454121,518100448063,518100400002,518100454331,518100418042,518100402001,518100454212,518100454332,518100452001,518100454271,518100448052,518100400001,518100464001,518100432001,518100452003,518100464004,518100454203,518100462075,518100454072,518100424001,518100412002,518100454263,518100456061,518100452002,518100464003,518100454281,518100464002,518100454241,518100454342,518100462173,518100450001,518109901000,518100442011"
51820,88.24,2,17,"518200032001,518200032002"
51830,77.78,2,9,"518303703002,518303702003"
51840,96.00,1,25,518400003012
