county,perc_covered,not_covered_count,total_count,not_covered
01117,30.66,95,137,"011170303502,011170307012,011170306152,011179800001,011170304081,011170303523,011170307014,011170306151,011170303043,011170305021,011170303481,011170303151,011170306111,011170303161,011170306161,011170301023,011170303142,011170303411,011170303163,011179801001,011170303153,011170303451,011170302163,011170303501,011170306103,011170302151,011170303452,011170302152,011170304051,011170305041,011170304062,011170306101,011170309002,011170305031,011170303462,011170306162,011170302203,011170302202,011170302112,011170306132,011170306102,011170301021,011170307042,011170303491,011170307032,011170306142,011170303191,011170303042,011170301031,011170304083,011170302182,011170303063,011170302211,011170303371,011170305022,011170306133,011170303364,011170307031,011170308002,011170302191,011170303482,011170302192,011170307033,011170304061,011170303471,011170303512,011170303521,011170305032,011170308001,011170306141,011170302164,011170306153,011170309001,011170303312,011170304071,011170307011,011170306121,011170301022,011170302204,011170302111,011170307043,011170303311,011170305042,011170302181,011170303303,011170303052,011170303511,011170303473,011170309003,011170302213,011170304072,011170306131,011170307041,011170302123,011170304082"
01119,0.00,14,14,"011190113022,011190116002,011190113013,011190114002,011190116001,011190115001,011190113021,011190113011,011190115004,011190114001,011190113012,011190115005,011190115002,011190115003"
01121,3.33,58,60,"011210118001,011210103021,011210113021,011210105001,011210104001,011210117003,011210103012,011210102013,011210102021,011210103011,011210112001,011210102023,011210109002,011210115011,011210104003,011210110001,011210116002,011210102011,011210104002,011210102012,011210110002,011210101022,011210101023,011210115022,011210114001,011210106002,011210101011,011210119002,011210113022,011210118002,011210102022,011210116003,011210109001,011210111001,011210105002,011210117002,011210103023,011210115012,011210101021,011210120003,011210115021,011210111002,011210112002,011210111003,011210114003,011210113012,011210113011,011210101024,011210117001,011210101013,011210107001,011210101012,011210103022,011210120002,011210106001,011210116001,011210114002,011210119001"
01123,0.00,36,36,"011239621001,011239622001,011239625021,011239624001,011239627011,011239627022,011239621004,011239620001,011239627012,011239625022,011239623023,011239626001,011239626002,011239620002,011239627021,011239627024,011239621002,011239625013,011239625014,011239623011,011239620003,011239621003,011239622002,011239622003,011239623021,011239624004,011239624003,011239625011,011239620004,011239625012,011239627023,011239619001,011239624002,011239623012,011239623022,011239619002"
01125,22.67,116,150,"011250107074,011250119021,011250102031,011250125051,011250101023,011250104052,011250121011,011250103031,011250102051,011250124082,011250106044,011250108021,011250102012,011250104062,011250117032,011250124042,011250102011,011250118001,011250104051,011250107051,011250103032,011250117011,011250101011,011250124071,011250114012,011250106014,011250103021,011250107061,011250119022,011250103041,011250107062,011250108041,011250102043,011250106013,011250104043,011250118002,011250123063,011250118003,011250106041,011250107041,011250101053,011250108042,011250125041,011250107073,011250116001,011250123043,011250118004,011250107031,011250112002,011250103051,011250104032,011250106011,011250104042,011250101052,011250126002,011250102061,011250123071,011250102041,011250125033,011250107042,011250116002,011250117012,011250108031,011250101021,011250103023,011250103033,011250105001,011250125031,011250112001,011250123041,011250107032,011250104041,011250128002,011250107071,011250103052,011250103042,011250101041,011250124061,011250108032,011250102052,011250108022,011250125052,011250104063,011250106012,011250125042,011250108023,011250103022,011250101012,011250117033,011250107052,011250107064,011250123051,011250105002,011250101051,011250104071,011250123052,011250127001,011250101042,011250124041,011250102032,011250106042,011250125011,011250106031,011250126001,011250107072,011250124033,011250102062,011250117031,011250123042,011250106043,011250124031,011250107063,011250127003,011250101022,011250106032,011250106033"
01127,3.33,58,60,"011270209003,011270216002,011270206001,011270211001,011270206002,011270204002,011270208023,011270212001,011270217003,011270208012,011270204003,011270212002,011270203023,011270211003,011270210002,011270211004,011270207001,011270204001,011270210003,011270213002,011270217002,011270208022,011270217004,011270215002,011270209001,011270203021,011270203012,011270202001,011270217001,011270203022,011270211002,011270208021,011270215003,011270209004,011270218001,011270209002,011270213003,011270214002,011270219002,011270218003,011270213001,011270207002,011270210001,011270215004,011270214004,011270214001,011270212003,011270219001,011270214003,011270215001,011270202003,011270201004,011270201003,011270216001,011270201002,011270218002,011270201001,011270208011"
01129,0.00,18,18,"011290442005,011290443001,011290442002,011290442003,011290439003,011290441001,011290440004,011290442004,011290439002,011290441002,011290443003,011290443002,011290440002,011290441003,011290440003,011290440001,011290439001,011290442001"
01131,0.00,13,13,"011310352001,011310351002,011310351003,011310348022,011310352002,011310348012,011310348021,011310351001,011310348024,011310347001,011310348023,011310348011,011310351004"
01133,4.00,24,25,"011339655021,011339655032,011339658005,011339659003,011339657003,011339656022,011339656021,011339658004,011339655033,011339658002,011339657004,011339655023,011339659001,011339658001,011339659002,011339656012,011339655022,011339655012,011339655031,011339656023,011339655011,011339657001,011339658003,011339656011"
11001,97.20,16,571,"110010018031,110019800001,110010096021,110010020012,110010096011,110010103001,110010077082,110010073013,110010074011,110010015001,110010073012,110010104003,110010109002,110010072014,110010111003,110010068041"
13001,6.25,15,16,"130019505002,130019501003,130019502011,130019503012,130019501001,130019505001,130019502022,130019502012,130019505003,130019501002,130019504002,130019503021,130019503011,130019504001,130019502021"
13003,0.00,6,6,"130039603001,130039602002,130039602001,130039601002,130039602003,130039601001"
13005,10.00,9,10,"130059702023,130059702011,130059702021,130059702013,130059701003,130059701001,130059701002,130059702024,130059702012"
13007,0.00,4,4,"130079601001,130079602001,130079602002,130079601002"
13009,48.72,20,39,"130099705011,130099703012,130099702012,130099701012,130099701023,130099708011,130099701011,130099708022,130099707022,130099701021,130099707011,130099701022,130099707021,130099706004,130099708012,130099705021,130099708021,130099705022,130099702011,130099702014"
13011,0.00,13,13,"130119702001,130119701004,130119702002,130119701001,130119703003,130119704002,130119704001,130119701002,130119703001,130119701003,130119702004,130119703002,130119702003"
13013,48.89,23,45,"130131801032,130131805013,130131805021,130131803021,130131805033,130131802061,130131801061,130131805032,130131801082,130131801033,130131801041,130131804013,130131803031,130131804024,130131805023,130131804011,130131803011,130131802042,130131801072,130131804012,130131804021,130131801031,130131801052"
13015,38.67,46,75,"130159601042,130159601052,130159609012,130159610012,130159609011,130159610014,130159601051,130159607021,130159609022,130159610021,130159601041,130159604033,130159604051,130159602032,130159608044,130159604053,130159609023,130159608022,130159608051,130159610023,130159609024,130159602033,130159610022,130159602031,130159610013,130159608041,130159602011,130159606024,130159604044,130159602021,130159602012,130159601032,130159603022,130159604031,130159608042,130159610011,130159603011,130159603021,130159604061,130159601031,130159604071,130159603012,130159607022,130159606012,130159605022,130159601011"
13017,42.86,8,14,"130179602001,130179602002,130179605021,130179603001,130179601001,130179604002,130179605011,130179601002"
13019,6.25,15,16,"130199704002,130199704001,130199702002,130199705002,130199703001,130199706002,130199704003,130199702001,130199701001,130199703002,130199706003,130199705001,130199706001,130199701002,130199705003"
13021,70.59,40,136,"130210136071,130210136051,130210135061,130210138002,130210110021,130210135021,130210139003,130210117021,130210131011,130210132015,130210129001,130210133024,130210136083,130210134091,130210134111,130210136032,130210111001,130210126002,130210139001,130210135022,130210139002,130210134074,130210136043,130210133022,130210136031,130210119003,130210135032,130210134122,130210117011,130210126003,130210110012,130210138001,130210135051,130210111003,130210129002,130210136033,130210136041,130210136052,130210136072,130210136042"
13023,16.67,10,12,"130237901003,130237903023,130237903022,130237902001,130237902002,130237903013,130237903021,130237902003,130237901002,130237901001"
13025,0.00,10,10,"130259603003,130259602011,130259601011,130259603004,130259603002,130259602022,130259602023,130259601021,130259603001,130259602021"
13027,18.75,13,16,"130279606001,130279606003,130279603013,130279603022,130279605001,130279604002,130279603011,130279602001,130279603012,130279605003,130279604001,130279606002,130279602002"
13029,25.00,15,20,"130299201012,130299201032,130299203082,130299203083,130299203033,130299203073,130299201041,130299203051,130299201031,130299203072,130299800001,130299203084,130299201033,130299203011,130299201011"
13031,36.84,36,57,"130311106021,130311109012,130311102013,130311102022,130311108001,130311108002,130311107012,130311103022,130311107011,130311102012,130311106024,130311106042,130311103014,130311107032,130311103012,130311107022,130311103011,130311109021,130311109013,130311102021,130311101003,130311107031,130311103024,130311106041,130311103013,130311109022,130311101001,130311104014,130311107021,130311107013,130311106022,130311103023,130311109011,130311101002,130311102011,130311109023"
13033,11.11,16,18,"130339505001,130339501022,130339509001,130339509002,130339507002,130339504001,130339504003,130339507003,130339501012,130339502001,130339505002,130339507001,130339501021,130339502002,130339501011,130339505003"
13035,52.94,8,17,"130351501011,130351503003,130351503004,130351502014,130351502022,130351501023,130351503005,130351501022"
13037,0.00,6,6,"130379502002,130379501001,130379501002,130379502003,130379502004,130379502001"
13039,23.08,30,39,"130390104033,130390103022,130390103031,130390106041,130390103051,130390102011,130390104032,130390104071,130390103021,130390102022,130390103052,130399900000,130390106021,130390102021,130390104031,130390103024,130390104073,130390102012,130390106032,130390103041,130390103042,130390104061,130390104041,130390101003,130390101002,130390104051,130390106043,130390105001,130390104042,130390101001"
13043,0.00,9,9,"130439502002,130439501003,130439503002,130439501002,130439501001,130439502001,130439502003,130439501004,130439503001"
13045,40.26,46,77,"130459106003,130459101063,130459112011,130459101012,130459105031,130459109001,130459108003,130459101061,130459101033,130459107093,130459108002,130459106004,130459102032,130459101032,130459105041,130459107061,130459107053,130459102023,130459109002,130459101053,130459105032,130459112012,130459101014,130459103012,130459104002,130459107092,130459102022,130459107073,130459104003,130459102011,130459103013,130459107042,130459102031,130459107041,130459108001,130459103022,130459112022,130459103011,130459101031,130459110012,130459104001,130459107051,130459107071,130459107091,130459103021,130459112021"
13047,57.14,21,49,"130470303051,130470304042,130470304024,130470302021,130470301001,130470305021,130470301005,130470304033,130470305022,130470303042,130470302025,130470301004,130470302024,130470301006,130470303041,130470304021,130470307012,130470302011,130470301002,130470303032,130470301003"
13049,0.00,9,9,"130490102002,130490101013,130490101011,130490101023,130490102003,130490101012,130490101022,130490102001,130490101021"
13051,68.29,78,246,"130510108212,130510108152,130510108151,130510118002,130510110054,130510111041,130510108071,130510108103,130510108132,130510108114,130510107022,130510107033,130510105023,130510108012,130510105043,130510110041,130510107041,130510040021,130510108101,130510043001,130510044001,130510106032,130510107013,130510108211,130510115001,130510108122,130510108182,130510111133,130510108181,130510108121,130510108113,130510105031,130510108102,130510111101,130510115002,130510108112,130510110053,130510107021,130510107012,130510108011,130510111073,130510111152,130510107023,130510036011,130510110063,130510110052,130510111102,130510108131,130519800001,130510116001,130510105033,130510110072,130510011002,130510110081,130510108142,130510044002,130510101023,130510107061,130510040014,130510037001,130510040015,130510108141,130519900000,130510045002,130510111072,130510111071,130510042093,130510045001,130510105041,130510006014,130510107011,130510111082,130510108061,130510106012,130510108063,130510110061,130510106016,130510110043"
13053,0.00,8,8,"130530202051,130530202052,130530202061,130530201002,130530202031,130530202012,130530202011,130530201001"
13055,34.78,15,23,"130550105012,130550105011,130550103002,130550102023,130550101002,130550103001,130550105021,130550103003,130550102022,130550104011,130550106002,130550102021,130550106001,130550105023,130550101001"
13057,75.18,35,141,"130570905071,130570902021,130570905061,130570905031,130570906042,130570902022,130570911011,130570902023,130570901011,130570903032,130570907091,130570907103,130570902011,130570904021,130570911042,130570901031,130570903033,130570901012,130570907062,130570906032,130570909092,130570911012,130570910071,130570911013,130570908061,130570903022,130570901022,130570907061,130570903021,130570902012,130570906062,130570905062,130570901023,130570901013,130570906063"
13059,81.61,16,87,"130591304003,130591405001,130591406004,130591406003,130591509001,130591306011,130591303001,130591406001,130591303003,130591504004,130591508004,130591403002,130591403001,130591306012,130591305003,130590004021"
13061,33.33,2,3,"130619603003,130619603001"
13063,88.02,23,192,"130630404102,130639800001,130630404104,130630404073,130630405191,130630406141,130630404103,130630403082,130630406061,130630403081,130630406352,130630404072,130630406271,130630404173,130630405192,130630406312,130630403021,130630402021,130630402022,130630404162,130630406362,130630404182,130630404105"
13065,0.00,7,7,"130659702001,130659701003,130659702002,130659701005,130659701001,130659701002,130659701004"
13067,93.96,31,513,"130670314092,130670310012,130670302481,130670306022,130670313194,130670301041,130670304123,130670309124,130670313142,130670301091,130670314163,130670301102,130670314161,130670309122,130670314172,130670313162,130670306021,130670314091,130670309071,130670302662,130670313062,130670314093,130670301111,130670302573,130670311222,130670313211,130670301092,130670302562,130670308002,130670313141,130670312141"
13069,43.75,18,32,"130690101002,130690106003,130690105003,130690106002,130690103011,130690103021,130690101001,130690108011,130690106001,130690102001,130690107022,130690108022,130690106004,130690101003,130690102002,130690103012,130690107012,130690105001"
13071,37.78,28,45,"130719702001,130719701012,130719705003,130719701021,130719709012,130719709013,130719704002,130719704001,130719706023,130719703022,130719702002,130719705001,130719701022,130719707042,130719701011,130719709014,130719709021,130719707031,130719706011,130719709011,130719702003,130719701013,130719707033,130719702004,130719709024,130719706022,130719705002,130719706021"
13073,76.83,19,82,"130730304031,130730301061,130730305034,130730301081,130730301072,130730305032,130730305035,130730304011,130730304012,130730305071,130730304041,130730305041,130730305042,130730303084,130730305053,130730304013,130730304034,130730304032,130730303081"
13075,31.25,11,16,"130759602001,130759602003,130759603021,130759604003,130759601001,130759602002,130759603012,130759604001,130759603011,130759601002,130759604004"
13077,56.00,33,75,"130771704071,130771703081,130771704031,130771703031,130771701021,130771701011,130771705023,130771705014,130771706051,130771706031,130771707021,130771704033,130771703041,130771708012,130771708014,130771706052,130771703043,130771701022,130771705011,130771708021,130771708011,130771706042,130771701023,130771708023,130771708013,130771702001,130771703032,130771705033,130771705022,130771703042,130771702005,130771707022,130771708022"
13079,0.00,9,9,"130790702011,130790702013,130790702014,130790702012,130790702022,130790702021,130790701003,130790701002,130790701001"
13081,35.00,13,20,"130810104004,130810103001,130810102013,130810105001,130810101002,130810102022,130810103002,130810104001,130810102011,130810105002,130810101001,130810102021,130810102012"
13083,7.14,13,14,"130830403003,130830403001,130830402001,130830402004,130830401041,130830401032,130830401022,130830403002,130830401042,130830402003,130830401031,130830401023,130830402002"
13085,33.33,10,15,"130859701031,130859701032,130859702051,130859701012,130859701021,130859702042,130859702052,130859702031,130859701022,130859702062"
13087,21.74,18,23,"130879703011,130879708001,130879701004,130879701003,130879706004,130879703012,130879707001,130879702002,130879701002,130879708002,130879704002,130879702003,130879707002,130879703022,130879703021,130879702001,130879704001,130879701001"
13089,95.52,24,536,"130890233151,130890219144,130890233292,130890234442,130890233181,130890233282,130890238022,130890219104,130890234342,130890233154,130890219153,130890234403,130890234441,130890234443,130890233172,130890234221,130890238023,130890233182,130890234431,130890234332,130890233153,130890233302,130890231151,130890233173"
13091,5.56,17,18,"130919604003,130919603021,130919602003,130919606001,130919604002,130919602002,130919602001,130919605001,130919603011,130919601002,130919602004,130919601001,130919603013,130919603022,130919606002,130919605002,130919604001"
13093,0.00,9,9,"130939702001,130939702002,130939703002,130939703001,130939701003,130939701002,130939703004,130939701001,130939703003"
13095,58.67,31,75,"130950014033,130950002002,130950110002,130950106022,130950112001,130950104021,130950107013,130950011005,130950109001,130950114002,130950104031,130950008002,130950014031,130950103022,130950106021,130950002001,130950107011,130950107022,130950113002,130950116001,130950103023,130950103021,130950113001,130950116002,130950105002,130950107021,130950002003,130950106023,130950001011,130950110001,130950105001"
13097,80.46,17,87,"130970805063,130970806021,130970804083,130970803071,130970802033,130970806024,130970804032,130970804081,130970801071,130970801052,130970805071,130970802031,130970801051,130970801061,130970802032,130970804062,130970806061"
13099,0.00,13,13,"130990904002,130990902004,130990902002,130990905001,130990904001,130990901002,130990901001,130990902001,130990905002,130990903002,130990904003,130990903001,130990902003"
13101,0.00,3,3,"131018802002,131018801001,131018802001"
13103,42.50,23,40,"131030303081,131030303032,131030302091,131030302062,131030303083,131030303014,131030304031,131030303071,131030301001,131030304013,131030301003,131030302042,131030304011,131030302043,131030302061,131030302051,131030301002,131030302072,131030303092,131030302071,131030304042,131030302044,131030303031"
13105,15.00,17,20,"131050004001,131050003001,131050005024,131050005012,131050005022,131050004004,131050005023,131050005011,131050003002,131050002001,131050001003,131050003003,131050002002,131050005021,131050001001,131050002003,131050001002"
13107,5.88,16,17,"131079701011,131079706011,131079701021,131079702001,131079701012,131079704021,131079701013,131079702002,131079705002,131079703002,131079701022,131079706022,131079703001,131079706021,131079704011,131079705001"
13109,10.00,9,10,"131099702001,131099701002,131099703001,131099703002,131099703004,131099702003,131099702004,131099701001,131099703003"
13111,11.11,16,18,"131110502005,131110501001,131110502004,131110505002,131110505001,131110503001,131110504005,131110502002,131110502003,131110504001,131110505004,131110503002,131110501002,131110504003,131110505003,131110502001"
13113,74.63,17,67,"131131402042,131131403073,131131405021,131131403044,131131405011,131131404042,131131405014,131131403081,131131402043,131131405012,131131403052,131131401022,131131403071,131131405013,131131401032,131131404101,131131402033"
13115,33.33,50,75,"131150017041,131150014003,131150001001,131150001003,131150014004,131150002021,131150004021,131150013011,131150013021,131150006001,131150002022,131150006004,131150011001,131150020002,131150021004,131150017033,131150018001,131150004012,131150017052,131150002043,131150007001,131150001004,131150007003,131150008004,131150003001,131150017042,131150001002,131150004011,131150002042,131150017051,131150018002,131150008002,131150014002,131150020001,131150020003,131150005002,131150007002,131150014001,131150016002,131150004031,131150009002,131150003002,131150008001,131150021001,131150002032,131150017061,131150006003,131150016004,131150020004,131150002023"
13117,91.89,9,111,"131171302022,131171304102,131171301032,131171302032,131171305092,131171301012,131171302013,131171302033,131171301042"
13119,9.09,20,22,"131198902023,131198904022,131198904011,131198901013,131198903003,131198902021,131198901012,131198904012,131198902013,131198901031,131198903002,131198902011,131198901041,131198902012,131198903001,131198901033,131198904023,131198901032,131198903004,131198902022"
13121,91.61,72,858,"131210082024,131210105203,131210104022,131210103082,131210114442,131210103122,131210104012,131210082042,131210115091,131210110001,131210085001,131210106013,131210120003,131210105352,131210106033,131210080005,131210105231,131210104021,131210106034,131210072003,131210078071,131210105261,131210105282,131210105222,131210079001,131210104023,131210104013,131210105361,131210106031,131210103111,131210116602,131210105191,131210105343,131210084004,131210103063,131210103074,131210105381,131210088011,131210108011,131210048002,131210103133,131210105262,131210103093,131210077101,131210103091,131210072002,131210105293,131210106041,131210078053,131210103092,131210103131,131210077103,131210105302,131210103152,131210105212,131210103072,131210105201,131210085003,131210078092,131210078103,131210105371,131210106043,131210105402,131210086022,131210082023,131210105322,131210055032,131210087011,131210103123,131210106012,131210104011,131210087013"
13123,5.00,19,20,"131230803021,131230805001,131230804021,131230803023,131230805004,131230805002,131230802001,131230801001,131230804022,131230801002,131230802003,131230804011,131230803012,131230804012,131230805003,131230801003,131230802002,131230804031,131230803011"
13125,0.00,3,3,"131250101003,131250101002,131250101001"
13127,46.38,37,69,"131270004083,131270004031,131270004051,131270004032,131270005033,131270010023,131270008002,131270006013,131270009002,131270003011,131279900000,131270004063,131270005013,131270010024,131270009005,131270006012,131270010011,131270005014,131270010012,131270007024,131270006022,131270006011,131270004062,131270003022,131270006021,131270007026,131270010013,131270002021,131270004064,131270007021,131270003031,131270004091,131270003021,131270004092,131270008001,131270004071,131270001011"
13129,20.51,31,39,"131299703021,131299709012,131299708022,131299709021,131299702022,131299702021,131299703013,131299707003,131299708012,131299709022,131299706022,131299701022,131299706012,131299701021,131299703011,131299701023,131299703023,131299706021,131299704001,131299703012,131299707001,131299701012,131299703022,131299704003,131299707004,131299702012,131299702011,131299709011,131299701011,131299706011,131299707002"
13131,15.38,22,26,"131319501001,131319502002,131319506002,131319503003,131319501003,131319505011,131319503004,131319504022,131319504011,131319501002,131319503001,131319502001,131319505012,131319504021,131319505021,131319505022,131319505024,131319504012,131319502003,131319506003,131319506001,131319504024"
13133,26.32,14,19,"131339503052,131339503021,131339502001,131339503042,131339504001,131339503051,131339501001,131339503041,131339505001,131339501002,131339505002,131339503023,131339503022,131339502002"
13135,95.35,26,559,"131350501132,131350506223,131350505882,131350506175,131350506232,131350507322,131350504422,131350503312,131350503344,131350507541,131350504153,131350507431,131350501151,131350501201,131350506312,131350507511,131350501101,131350501153,131350502412,131350505211,131350506332,131350506171,131350505362,131350503331,131350507332,131350506261"
13137,28.12,23,32,"131370003001,131370006012,131370001002,131370005011,131370002011,131370004003,131370004002,131370003003,131370006041,131370001003,131370006042,131370005022,131370002041,131370002033,131370005023,131370002031,131370002012,131370001001,131370004004,131370006032,131370002032,131370002034,131370006011"
13139,45.61,62,114,"131390015021,131390004022,131390001021,131390014023,131390015022,131390002041,131390010062,131390010042,131390010051,131390004012,131390004011,131390013042,131390003041,131390012041,131390001011,131390016073,131390016062,131390005012,131390015013,131390008001,131390011022,131390010082,131390002061,131390007042,131390002042,131390001022,131390012031,131390016051,131390012043,131390010061,131390012022,131390010071,131390007032,131390001012,131390014043,131390006021,131390002062,131390014042,131390002031,131390003061,131390003051,131390003032,131390016032,131390007041,131390011011,131390014022,131390012023,131390004021,131390006022,131390002051,131390003042,131390014052,131390007022,131390010041,131390015012,131390003072,131390007021,131390003062,131390005022,131390014061,131390003053,131390002032"
13141,0.00,7,7,"131414804002,131414803002,131414804003,131414804001,131414803001,131414804005,131414804004"
13143,4.76,20,21,"131430103044,131430101001,131430103041,131430103031,131430102021,131430104012,131430101002,131430102022,131430103012,131430104023,131430104021,131430101003,131430103043,131430103042,131430104011,131430104022,131430103011,131430102012,131430102013,131430102011"
13145,0.00,20,20,"131451204043,131451204041,131451204013,131451202002,131451203023,131451204012,131451201982,131451203022,131451203021,131451204042,131451202001,131451204032,131451201984,131451201983,131451204031,131451204011,131451201985,131451203011,131451203012,131451201981"
13147,20.00,16,20,"131479604021,131479603002,131479604022,131479601033,131479601021,131479601012,131479605032,131479605021,131479605011,131479602003,131479601011,131479603001,131479601031,131479601032,131479602002,131479602001"
13149,0.00,8,8,"131499703002,131499703001,131499701001,131499702003,131499701003,131499702002,131499702001,131499701002"
13151,71.85,38,135,"131510702042,131510701131,131510704112,131510705052,131510701212,131510705031,131510701281,131510703242,131510703151,131510704121,131510702161,131510705081,131510701162,131510704103,131510701152,131510704111,131510701211,131510704124,131510704052,131510704113,131510704101,131510702141,131510703141,131510703212,131510705033,131510705082,131510705041,131510704091,131510701261,131510705051,131510705062,131510703251,131510703222,131510701151,131510703121,131510703181,131510701141,131510701252"
13153,70.37,32,108,"131530211144,131530203013,131530204002,131530212032,131530212031,131530211152,131530213003,131530212062,131530204001,131530211204,131530211183,131530212051,131530202004,131530211212,131530213001,131530211222,131530212043,131530206002,131530215021,131530215022,131530215011,131530211142,131530201062,131530214022,131530213004,131530214013,131530203011,131530214021,131530212063,131530206001,131530215023,131530201061"
13155,12.50,7,8,"131559502011,131559501001,131559502023,131559502022,131559502021,131559501002,131559502013"
13157,27.08,35,48,"131570105005,131570102001,131570105004,131570107061,131570107011,131570103003,131570103004,131570107053,131570101041,131570107031,131570105002,131570107042,131570106022,131570106023,131570105001,131570104003,131570107062,131570102002,131570101051,131570107032,131570101062,131570103001,131570105003,131570107052,131570107041,131570107012,131570101082,131570104001,131570106012,131570106021,131570101061,131570104002,131570102003,131570101042,131570102004"
13159,10.00,9,10,"131590105012,131590105021,131590105032,131590101001,131590105031,131590101002,131590105022,131590102002,131590102001"
13161,25.00,9,12,"131619601023,131619601011,131619601012,131619602021,131619603002,131619601022,131619603001,131619602012,131619601021"
13163,5.88,16,17,"131639601003,131639601005,131639604002,131639603004,131639603003,131639601004,131639604004,131639604003,131639604001,131639602002,131639603002,131639601001,131639603006,131639603001,131639602001,131639601002"
13165,0.00,8,8,"131659601001,131659601005,131659601003,131659601004,131659601002,131659602002,131659601006,131659602001"
13167,0.00,8,8,"131679602021,131679602022,131679603002,131679603001,131679602011,131679602012,131679601001,131679601002"
13169,34.62,17,26,"131690302003,131690303061,131690303063,131690301032,131690302002,131690303043,131690303032,131690301012,131690302004,131690301013,131690301011,131690303031,131690301052,131690301062,131690301051,131690303062,131690301031"
13171,30.77,9,13,"131719701002,131719703004,131719701004,131719702012,131719702011,131719702023,131719701001,131719701003,131719703002"
13173,12.50,7,8,"131739502023,131739501001,131739502012,131739502021,131739501002,131739502011,131739502022"
13175,35.90,25,39,"131759502013,131759511001,131759508004,131759506001,131759508001,131759510021,131759511002,131759501001,131759503001,131759510011,131759507001,131759502021,131759510023,131759505003,131759502022,131759501002,131759508003,131759510024,131759510012,131759511003,131759514002,131759507002,131759514001,131759510013,131759514003"
13177,38.89,11,18,"131770201021,131770202001,131770204033,131770203022,131770201011,131770203012,131770201022,131770203011,131770204032,131770204053,131770203021"
13179,42.86,20,35,"131790101011,131790101032,131790104012,131790105012,131790104021,131790105042,131790102042,131790102063,131799900000,131790106002,131790102062,131790105031,131790105013,131790105011,131790104011,131790106001,131790102072,131790101021,131790102083,131790102041"
13181,0.00,7,7,"131819702001,131819702003,131819701004,131819701002,131819701003,131819701001,131819702002"
13183,0.00,11,11,"131839701021,131839701023,131839702021,131839702012,131839702022,131839702011,131839701011,131839701013,131839701022,131839800001,131839701012"
13185,62.96,30,81,"131850101032,131850114041,131850101025,131850114043,131850114022,131850114052,131850103021,131850101012,131850102031,131850116003,131850106043,131850115001,131850101011,131850114011,131850101024,131850107003,131850108012,131850102033,131850114051,131850102012,131850115003,131850101013,131850102011,131850107002,131850114042,131850115002,131850116001,131850101021,131850107001,131850114021"
13187,28.57,15,21,"131879602053,131879602031,131879601062,131879601042,131879602063,131879602032,131879602041,131879602052,131879602042,131879601031,131879601061,131879602062,131879601032,131879601051,131879601052"
13189,22.22,14,18,"131899502003,131899504022,131899503001,131899505004,131899502002,131899504011,131899505003,131899505001,131899503002,131899504012,131899501001,131899504021,131899502001,131899501002"
13191,6.25,15,16,"131911102022,131911103002,131919800001,131911102021,131911102012,131911101011,131911101021,131911103001,131911102011,131911101032,131911102013,131911103003,131919900000,131911101012,131911101031"
13193,7.69,12,13,"131930004006,131930002002,131930003001,131930003003,131930002001,131930004005,131930003002,131930004001,131930001002,131930004002,131930004003,131930001001"
13195,22.22,14,18,"131950206001,131950204001,131950205021,131950201003,131950203003,131950202002,131950201002,131950204002,131950202001,131950203001,131950205011,131950203002,131950206002,131950201001"
13197,0.00,5,5,"131979202002,131979202001,131979201002,131979202003,131979201001"
13199,15.79,16,19,"131999706002,131999707011,131999708022,131999708013,131999708011,131999708012,131999706001,131999705021,131999707023,131999707012,131999705011,131999708021,131999706003,131999705012,131999707021,131999707022"
13201,0.00,5,5,"132019503001,132019502002,132019501001,132019503002,132019502001"
13205,5.26,18,19,"132050904023,132050904011,132050904021,132050905022,132050901003,132050905012,132050904022,132050905011,132050901002,132050903001,132050905013,132050905021,132050902001,132050901001,132050902003,132050902002,132050903002,132050904012"
13207,22.22,14,18,"132070501012,132070502001,132070503011,132070501022,132070503012,132070501014,132070503014,132070503021,132070501013,132070503024,132070501021,132070502003,132070501023,132070502002"
13209,0.00,7,7,"132099501002,132099503001,132099501001,132099502002,132099503002,132099502003,132099502001"
13211,0.00,13,13,"132110102002,132110103012,132110101002,132110102003,132110102001,132110103011,132110103023,132110103022,132110101001,132110104001,132110104002,132110103021,132110105001"
13213,39.29,17,28,"132130107001,132130106001,132130102011,132130101004,132130106003,132130107004,132130104011,132130104022,132130103003,132130105001,132130101003,132130102042,132130101001,132130103002,132130107003,132130103001,132130101002"
13215,84.56,21,136,"132150102092,132150108021,132150101111,132150101113,132150106052,132150004001,132150107043,132150115004,132150033011,132150102061,132150107013,132150102072,132150034003,132150027001,132150105021,132150027002,132150115005,132150114002,132150103012,132150101112,132150108011"
13217,42.86,36,63,"132171001014,132171005033,132171002042,132171009032,132171005062,132171008012,132171001013,132171008023,132171009051,132171009041,132171001021,132171006001,132171006002,132171003012,132171008013,132171001012,132171002022,132171006004,132171006003,132171002032,132171009053,132171003013,132171001022,132171008022,132171002031,132171001023,132171007012,132171002023,132171003022,132171003011,132171002021,132171008021,132171004001,132171009042,132171007021,132171009044"
13219,38.10,13,21,"132190301032,132190302011,132190304021,132190303003,132190306002,132190303002,132190304011,132190304022,132190301021,132190301011,132190305001,132190303001,132190306001"
13221,15.38,11,13,"132219601002,132219602043,132219602031,132219602033,132219602051,132219602042,132219603001,132219602062,132219602061,132219602052,132219601001"
